"place_name","place_id","category","text","name","isLocalGuide","textTranslated","publishedAtDate","reviewId","reviewUrl","reviewDetailedRating","originalLanguage","translatedLanguage","isAdvertisement","placeId","location","city","countryCode","categoryName","categories","title","totalScore","permanentlyClosed","temporarilyClosed","scrapedAt","language","price","hotelStars","reviewerId","reviewerNumberOfReviews","likesCount","stars","reviewsCount"
"Masjid al-Haram","ChIJk7Q_TbcEwhURhUcJjk_50VU","Masjid al-Haram",,"SAFA HADDAJI","False",,"2025-05-19T07:45:15.861Z","ChdDSUhNMG9nS0VNM283LUtoMVpxRnV3RRAB","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VNM283LUtoMVpxRnV3RRAB!2m1!1s0x0:0x55d1f94f8e094785!3m1!1s2@1:CIHM0ogKEM3o7-Kh1ZqFuwE%7CCgwIi8OrwQYQ4KX6mgM%7C?hl=en","{}",,,"False","ChIJk7Q_TbcEwhURhUcJjk_50VU","{'lat': 21.423658, 'lng': 39.8253597}","Makkah","SA","Mosque","['Mosque', 'Tourist attraction']","Masjid al-Haram",4.9,"False","False","2025-05-19T12:11:49.698Z","en",,,114027733826711400000,8,0,5,490781
"Masjid al-Haram","ChIJk7Q_TbcEwhURhUcJjk_50VU","Masjid al-Haram","لايهلا على بيت الله ويعجز الكلام  عن الوص وعن الاطمئنان والسكينة في هذا المكان","Faten hashem","True","No welcome to the House of God. Words fail to describe the comfort and tranquility in this place.","2025-05-19T07:38:00.914Z","ChdDSUhNMG9nS0VJQ0FnSURTMWZYTTJBRRAB","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURTMWZYTTJBRRAB!2m1!1s0x0:0x55d1f94f8e094785!3m1!1s2@1:CIHM0ogKEICAgIDS1fXM2AE%7CCgwI2L-rwQYQwPKItAM%7C?hl=en","{}","ar","en","False","ChIJk7Q_TbcEwhURhUcJjk_50VU","{'lat': 21.423658, 'lng': 39.8253597}","Makkah","SA","Mosque","['Mosque', 'Tourist attraction']","Masjid al-Haram",4.9,"False","False","2025-05-19T12:11:49.698Z","en",,,117406060524962890000,337,0,5,490781
"Masjid al-Haram","ChIJk7Q_TbcEwhURhUcJjk_50VU","Masjid al-Haram",,"Majed Ali","False",,"2025-05-19T05:47:55.773Z","ChZDSUhNMG9nS0VOLVd0ZERxeHFXaGJBEAE","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VOLVd0ZERxeHFXaGJBEAE!2m1!1s0x0:0x55d1f94f8e094785!3m1!1s2@1:CIHM0ogKEN-WtdDqxqWhbA%7CCgwIi4yrwQYQoNj_8AI%7C?hl=en","{}",,,"False","ChIJk7Q_TbcEwhURhUcJjk_50VU","{'lat': 21.423658, 'lng': 39.8253597}","Makkah","SA","Mosque","['Mosque', 'Tourist attraction']","Masjid al-Haram",4.9,"False","False","2025-05-19T12:11:49.698Z","en",,,112529485602692840000,9,0,5,490781
"Masjid al-Haram","ChIJk7Q_TbcEwhURhUcJjk_50VU","Masjid al-Haram",,"Yathrib Kasmi","True",,"2025-05-19T04:54:08.090Z","ChZDSUhNMG9nS0VJS193ZC1nM1BuYWJ3EAE","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJS193ZC1nM1BuYWJ3EAE!2m1!1s0x0:0x55d1f94f8e094785!3m1!1s2@1:CIHM0ogKEIK_wd-g3Pnabw%7CCgsI8PKqwQYQwIWPKw%7C?hl=en","{}",,,"False","ChIJk7Q_TbcEwhURhUcJjk_50VU","{'lat': 21.423658, 'lng': 39.8253597}","Makkah","SA","Mosque","['Mosque', 'Tourist attraction']","Masjid al-Haram",4.9,"False","False","2025-05-19T12:11:49.698Z","en",,,107605858620832370000,3,0,5,490781
"Masjid al-Haram","ChIJk7Q_TbcEwhURhUcJjk_50VU","Masjid al-Haram",,"Irfan Ansari","False",,"2025-05-19T04:41:12.665Z","ChdDSUhNMG9nS0VLdWJpWVNlMHVheS1nRRAB","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VLdWJpWVNlMHVheS1nRRAB!2m1!1s0x0:0x55d1f94f8e094785!3m1!1s2@1:CIHM0ogKEKubiYSe0uay-gE%7CCgwI6OyqwQYQiPKYvQI%7C?hl=en","{}",,,"False","ChIJk7Q_TbcEwhURhUcJjk_50VU","{'lat': 21.423658, 'lng': 39.8253597}","Makkah","SA","Mosque","['Mosque', 'Tourist attraction']","Masjid al-Haram",4.9,"False","False","2025-05-19T12:11:49.698Z","en",,,110653594392575740000,0,0,5,490781
"Masjid al-Haram","ChIJk7Q_TbcEwhURhUcJjk_50VU","Masjid al-Haram","خصل الكلام في الدمح","ابوخالد عمر","True","The strands of speech in the blood","2025-05-19T04:34:48.849Z","ChZDSUhNMG9nS0VQXzk2Ynpza28yVmFnEAE","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VQXzk2Ynpza28yVmFnEAE!2m1!1s0x0:0x55d1f94f8e094785!3m1!1s2@1:CIHM0ogKEP_96bzsko2Vag%7CCgwI6OmqwQYQkP6TlQM%7C?hl=en","{}","ar","en","False","ChIJk7Q_TbcEwhURhUcJjk_50VU","{'lat': 21.423658, 'lng': 39.8253597}","Makkah","SA","Mosque","['Mosque', 'Tourist attraction']","Masjid al-Haram",4.9,"False","False","2025-05-19T12:11:49.698Z","en",,,114895571591827420000,72,0,5,490781
"Masjid al-Haram","ChIJk7Q_TbcEwhURhUcJjk_50VU","Masjid al-Haram","No words to describe.","Eko Burhanuddin bhe","True",,"2025-05-19T04:32:18.491Z","ChZDSUhNMG9nS0VPVEpscG1zN09iclVBEAE","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VPVEpscG1zN09iclVBEAE!2m1!1s0x0:0x55d1f94f8e094785!3m1!1s2@1:CIHM0ogKEOTJlpms7ObrUA%7CCgwI0uiqwQYQoNuc6gE%7C?hl=en","{}","en",,"False","ChIJk7Q_TbcEwhURhUcJjk_50VU","{'lat': 21.423658, 'lng': 39.8253597}","Makkah","SA","Mosque","['Mosque', 'Tourist attraction']","Masjid al-Haram",4.9,"False","False","2025-05-19T12:11:49.698Z","en",,,108072027253288800000,29,0,5,490781
"Masjid al-Haram","ChIJk7Q_TbcEwhURhUcJjk_50VU","Masjid al-Haram",,"M Shakwat Hossain","False",,"2025-05-19T04:09:13.476Z","ChZDSUhNMG9nS0VQdmQxN2lNbVBYdVJREAE","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VQdmQxN2lNbVBYdVJREAE!2m1!1s0x0:0x55d1f94f8e094785!3m1!1s2@1:CIHM0ogKEPvd17iMmPXuRQ%7CCgwI6d2qwQYQ0PKk4wE%7C?hl=en","{}",,,"False","ChIJk7Q_TbcEwhURhUcJjk_50VU","{'lat': 21.423658, 'lng': 39.8253597}","Makkah","SA","Mosque","['Mosque', 'Tourist attraction']","Masjid al-Haram",4.9,"False","False","2025-05-19T12:11:49.698Z","en",,,110415220680564440000,0,0,5,490781
"Masjid al-Haram","ChIJk7Q_TbcEwhURhUcJjk_50VU","Masjid al-Haram",,"Sutasmi Mitul","False",,"2025-05-19T03:16:20.764Z","ChZDSUhNMG9nS0VOSHo5YU9Vc1BtclhnEAE","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VOSHo5YU9Vc1BtclhnEAE!2m1!1s0x0:0x55d1f94f8e094785!3m1!1s2@1:CIHM0ogKENHz9aOUsPmrXg%7CCgwIhMWqwQYQ6IPM7AI%7C?hl=en","{}",,,"False","ChIJk7Q_TbcEwhURhUcJjk_50VU","{'lat': 21.423658, 'lng': 39.8253597}","Makkah","SA","Mosque","['Mosque', 'Tourist attraction']","Masjid al-Haram",4.9,"False","False","2025-05-19T12:11:49.698Z","en",,,118105127739238100000,1,0,5,490781
"Masjid al-Haram","ChIJk7Q_TbcEwhURhUcJjk_50VU","Masjid al-Haram","Not sure","Ali Ahmad","False",,"2025-05-19T02:31:03.551Z","ChdDSUhNMG9nS0VOVFg4WUxPbnJlS3dBRRAB","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VOVFg4WUxPbnJlS3dBRRAB!2m1!1s0x0:0x55d1f94f8e094785!3m1!1s2@1:CIHM0ogKENTX8YLOnreKwAE%7CCgwI56-qwQYQsNeKhwI%7C?hl=en","{}","en",,"False","ChIJk7Q_TbcEwhURhUcJjk_50VU","{'lat': 21.423658, 'lng': 39.8253597}","Makkah","SA","Mosque","['Mosque', 'Tourist attraction']","Masjid al-Haram",4.9,"False","False","2025-05-19T12:11:49.698Z","en",,,107026942618452260000,0,0,5,490781
"Masjid al-Haram","ChIJk7Q_TbcEwhURhUcJjk_50VU","Masjid al-Haram",,"AlaaEldin Ibrahim","True",,"2025-05-19T02:11:33.453Z","ChdDSUhNMG9nS0VKVy12SXZKa3RLWHFRRRAB","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VKVy12SXZKa3RLWHFRRRAB!2m1!1s0x0:0x55d1f94f8e094785!3m1!1s2@1:CIHM0ogKEJW-vIvJktKXqQE%7CCgwI1aaqwQYQuJaT2AE%7C?hl=en","{}",,,"False","ChIJk7Q_TbcEwhURhUcJjk_50VU","{'lat': 21.423658, 'lng': 39.8253597}","Makkah","SA","Mosque","['Mosque', 'Tourist attraction']","Masjid al-Haram",4.9,"False","False","2025-05-19T12:11:49.698Z","en",,,114476814281613620000,46,0,5,490781
"Masjid al-Haram","ChIJk7Q_TbcEwhURhUcJjk_50VU","Masjid al-Haram",,"أبوديار الشهراني","True",,"2025-05-19T00:57:13.604Z","ChdDSUhNMG9nS0VOMjkzYzcxNHVtRTF3RRAB","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VOMjkzYzcxNHVtRTF3RRAB!2m1!1s0x0:0x55d1f94f8e094785!3m1!1s2@1:CIHM0ogKEN293c714umE1wE%7CCgwI6YOqwQYQ2PefoAI%7C?hl=en","{}",,,"False","ChIJk7Q_TbcEwhURhUcJjk_50VU","{'lat': 21.423658, 'lng': 39.8253597}","Makkah","SA","Mosque","['Mosque', 'Tourist attraction']","Masjid al-Haram",4.9,"False","False","2025-05-19T12:11:49.698Z","en",,,117576181886570770000,48,0,5,490781
"Masjid al-Haram","ChIJk7Q_TbcEwhURhUcJjk_50VU","Masjid al-Haram",,"Orry Prasetyo","False",,"2025-05-19T00:51:07.269Z","ChdDSUhNMG9nS0VQS1Y0TTZDX3ZPY3ZnRRAB","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VQS1Y0TTZDX3ZPY3ZnRRAB!2m1!1s0x0:0x55d1f94f8e094785!3m1!1s2@1:CIHM0ogKEPKV4M6C_vOcvgE%7CCgwI-4CqwQYQ-MrOgAE%7C?hl=en","{}",,,"False","ChIJk7Q_TbcEwhURhUcJjk_50VU","{'lat': 21.423658, 'lng': 39.8253597}","Makkah","SA","Mosque","['Mosque', 'Tourist attraction']","Masjid al-Haram",4.9,"False","False","2025-05-19T12:11:49.698Z","en",,,111103166439809420000,7,0,5,490781
"Masjid al-Haram","ChIJk7Q_TbcEwhURhUcJjk_50VU","Masjid al-Haram",,"Mohammed Alkhateeb","True",,"2025-05-19T00:33:34.859Z","ChdDSUhNMG9nS0VPUDRvN3ZnMnYyZHh3RRAB","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VPUDRvN3ZnMnYyZHh3RRAB!2m1!1s0x0:0x55d1f94f8e094785!3m1!1s2@1:CIHM0ogKEOP4o7vg2v2dxwE%7CCgwI3vipwQYQoNPZmQM%7C?hl=en","{}",,,"False","ChIJk7Q_TbcEwhURhUcJjk_50VU","{'lat': 21.423658, 'lng': 39.8253597}","Makkah","SA","Mosque","['Mosque', 'Tourist attraction']","Masjid al-Haram",4.9,"False","False","2025-05-19T12:11:49.698Z","en",,,104970804189852000000,2,0,5,490781
"Masjid al-Haram","ChIJk7Q_TbcEwhURhUcJjk_50VU","Masjid al-Haram","Rajab Syahban ramadhan  semangkin padat dan ramai","Alfatih chanel58","True","Rajab Syahban Ramadan is getting busier and busier","2025-05-19T00:06:37.395Z","ChZDSUhNMG9nS0VJQ0FnSURHdWZERFJBEAE","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURHdWZERFJBEAE!2m1!1s0x0:0x55d1f94f8e094785!3m1!1s2@1:CIHM0ogKEICAgIDGufDDRA%7CCgwIjeypwQYQ-PvavAE%7C?hl=en","{}","id","en","False","ChIJk7Q_TbcEwhURhUcJjk_50VU","{'lat': 21.423658, 'lng': 39.8253597}","Makkah","SA","Mosque","['Mosque', 'Tourist attraction']","Masjid al-Haram",4.9,"False","False","2025-05-19T12:11:49.698Z","en",,,107457128073823000000,129,0,5,490781
"Masjid al-Haram","ChIJk7Q_TbcEwhURhUcJjk_50VU","Masjid al-Haram",,"Ali Mukhtiyar","False",,"2025-05-19T00:04:29.973Z","ChdDSUhNMG9nS0VOajNvNEQ5X3BtZWxRRRAB","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VOajNvNEQ5X3BtZWxRRRAB!2m1!1s0x0:0x55d1f94f8e094785!3m1!1s2@1:CIHM0ogKENj3o4D9_pmelQE%7CCgwIjeupwQYQ8Pqp0AM%7C?hl=en","{}",,,"False","ChIJk7Q_TbcEwhURhUcJjk_50VU","{'lat': 21.423658, 'lng': 39.8253597}","Makkah","SA","Mosque","['Mosque', 'Tourist attraction']","Masjid al-Haram",4.9,"False","False","2025-05-19T12:11:49.698Z","en",,,102921042766405060000,2,0,5,490781
"Masjid al-Haram","ChIJk7Q_TbcEwhURhUcJjk_50VU","Masjid al-Haram",,"صلاح الصلاحي ابو مدين","True",,"2025-05-18T23:34:58.611Z","ChdDSUhNMG9nS0VNdlVzcWFOdDV1UHZRRRAB","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VNdlVzcWFOdDV1UHZRRRAB!2m1!1s0x0:0x55d1f94f8e094785!3m1!1s2@1:CIHM0ogKEMvUsqaNt5uPvQE%7CCgwIot2pwQYQ0Oq3owI%7C?hl=en","{}",,,"False","ChIJk7Q_TbcEwhURhUcJjk_50VU","{'lat': 21.423658, 'lng': 39.8253597}","Makkah","SA","Mosque","['Mosque', 'Tourist attraction']","Masjid al-Haram",4.9,"False","False","2025-05-19T12:11:49.698Z","en",,,107881159937793260000,6,0,5,490781
"Masjid al-Haram","ChIJk7Q_TbcEwhURhUcJjk_50VU","Masjid al-Haram",,"nidal jouini","True",,"2025-05-18T23:18:33.263Z","ChZDSUhNMG9nS0VNLWpqdExMd2ZLeFZnEAE","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VNLWpqdExMd2ZLeFZnEAE!2m1!1s0x0:0x55d1f94f8e094785!3m1!1s2@1:CIHM0ogKEM-jjtLLwfKxVg%7CCgsIydWpwQYQ8N_DfQ%7C?hl=en","{}",,,"False","ChIJk7Q_TbcEwhURhUcJjk_50VU","{'lat': 21.423658, 'lng': 39.8253597}","Makkah","SA","Mosque","['Mosque', 'Tourist attraction']","Masjid al-Haram",4.9,"False","False","2025-05-19T12:11:49.698Z","en",,,106821150729851240000,5,0,5,490781
"Masjid al-Haram","ChIJk7Q_TbcEwhURhUcJjk_50VU","Masjid al-Haram",,"Soufiane Idrissi","False",,"2025-05-18T22:57:12.695Z","ChdDSUhNMG9nS0VQRHp3LVBSMVBiRDRnRRAB","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VQRHp3LVBSMVBiRDRnRRAB!2m1!1s0x0:0x55d1f94f8e094785!3m1!1s2@1:CIHM0ogKEPDzw-PR1PbD4gE%7CCgwIyMupwQYQwIbtywI%7C?hl=en","{}",,,"False","ChIJk7Q_TbcEwhURhUcJjk_50VU","{'lat': 21.423658, 'lng': 39.8253597}","Makkah","SA","Mosque","['Mosque', 'Tourist attraction']","Masjid al-Haram",4.9,"False","False","2025-05-19T12:11:49.698Z","en",,,102748973369009910000,0,0,5,490781
"Masjid al-Haram","ChIJk7Q_TbcEwhURhUcJjk_50VU","Masjid al-Haram",,"ensar alev","False",,"2025-05-18T22:28:54.046Z","ChZDSUhNMG9nS0VJXzJrWVhsemR6UlBBEAE","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJXzJrWVhsemR6UlBBEAE!2m1!1s0x0:0x55d1f94f8e094785!3m1!1s2@1:CIHM0ogKEI_2kYXlzdzRPA%7CCgsIpr6pwQYQyISIFg%7C?hl=en","{}",,,"False","ChIJk7Q_TbcEwhURhUcJjk_50VU","{'lat': 21.423658, 'lng': 39.8253597}","Makkah","SA","Mosque","['Mosque', 'Tourist attraction']","Masjid al-Haram",4.9,"False","False","2025-05-19T12:11:49.698Z","en",,,113611615795508500000,11,0,1,490781
"Masjid al-Haram","ChIJk7Q_TbcEwhURhUcJjk_50VU","Masjid al-Haram","It is a blend of Spirituality and Architectural design","Rabiata Garga","True",,"2025-05-18T22:15:42.800Z","ChZDSUhNMG9nS0VNcTBtTVBEa19yMUpREAE","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VNcTBtTVBEa19yMUpREAE!2m1!1s0x0:0x55d1f94f8e094785!3m1!1s2@1:CIHM0ogKEMq0mMPDk_r1JQ%7CCgwIjripwQYQ0MjY_QI%7C?hl=en","{}","en",,"False","ChIJk7Q_TbcEwhURhUcJjk_50VU","{'lat': 21.423658, 'lng': 39.8253597}","Makkah","SA","Mosque","['Mosque', 'Tourist attraction']","Masjid al-Haram",4.9,"False","False","2025-05-19T12:11:49.698Z","en",,,100252025337681740000,10,0,5,490781
